Komentar,Klasifikasi
Tapi memang ada..   insyaAllah   benar..Ada  yg sengaja menabur  sesuatu dgn pesawat..yang  berdampak buruk untuk kesehatan ..ingatlah wahai yg melakukan itu Ada Allah ..dan Allah Akan melindungi hambanya yg berlindung  dengan menyebut NamaNYA...YA ALLAH..kami Hambamu yang Lemah dihadapanmu Berlindung kepadamu Dari kejahatan jin dan manusia.. Smg  banyak saidaraku yg ingat dan kembali kepada Allah Atas  ujian ini.,NEGATIF
Semoga seluruh rakyat Indonesia..sllu dlm perlindungan Allah SWT..Hasbunallah wani'mal wakil,NETRAL
Semoga penjahat2 di negeri ini segera musnah..,NEGATIF
"Masya Allah SWT  selamat' hambamu, hancurkan penyakit itu",NEGATIF
Kalo memang itu perbuatan orang" dzolim semoga Alloh menunjukkan siapa yg sedang berbuat dzolim...dan semoga apa yang mereka tabur akan kembali kepada mereka..entah itu virus atau apapun aamiin ya Allah  semoga Allah melindungi rakyat Indonesia dari segala macam bahaya aamiin ya Allah,NEGATIF
"kenapa pihak kominfo dan lembaga2 pemerintah langsung membantah, justru harusnya menyelidiki sebagai bentuk kewaspadaan...",NEGATIF
Entah kenapa dikampung ku kompak pada sakit tenggorokan+demamSmg Allah melindungi kita semua.,NEGATIF
Ingat yg menyebarkan berita kebohongan akan di minta pertanggung jawaban di akhirat kelak.Semoga kita Selalu Di lindungi OlehALLAH SWT. Aamiin,NEGATIF
Semoga orang2 yg berniat jahat di NKRI dpt teguran dr Allah SWT,NEGATIF
Waktu yg akan menjawab. Hanya yg Maha Kuasa tahu. Prasangka baik akan menenangkan hati. Selalu jaga kesehatan .,NEGATIF
"Semoga pelakunya, dalangnya dan yang terlibat Chemtrail dimusnahkan oleh Allah sampai 7 turunan, Aamiin,",NEGATIF
Sulitnya meyakini mana yg bnr mana yg salah di zaman seperti ini . Astagfirullah,NEGATIF
Semoga kita semua sehat selalu ya Allah..Amiiiin YRA..,NEGATIF
"Hampir setiap hari skrang hujan,  semoga Alloh slalu melindungi",NETRAL
Saat ini.. Kebenaran adalah apa yang  mereka anggap sebagai kebohongan.,NEGATIF
Semoga kita beri kesehatan semua amiin,NETRAL
"Kita doakan semoga yg berbisnis  fandemi dan yg mendzolimi masyarakat semoga semua pelaku dan yg menebar virus dan penyakit dgn sengaja hanya untuk kepentingan bisnis semata semoa 7 turunan dikutuk dan di azab alloh swt, aminn...yra",NEGATIF
"""Pembuat??hoax??terbaik adalah penguasa""Penguasa memiliki seluruh peralatan untuk berbohong. Intelijen, data statistik dan media dia kuasai. ""Tapi itu faktanya. Hanya pemerintah yang mampu berbohong secara sempurna,??????-Rocky gerung",NEGATIF
smoga smua pihak juga bisa jujur. untuk kesehatan dan keselamatan semua umat.,NEGATIF
Semoga Allah subhanahiwatala melindungi seluruh rakyat indonesia dari sabang sampai merauke khususnya Jakarta ibu kota indonesia.. Moga saja Allah subhanahuwatala akan membuka semua kedok kedok manusia laknatulah dan semoga Allah membalikan semua yg ditebar,NEGATIF
Makin parah aja negeri ini...smoga negeri ini dilindungi Allah SWT...Aamiin,NEGATIF
"Kejadian ini sama persis di daerah sayaPada waktu saya memancing ikan  malam hari di sungai deket persawahan , tiba2 ada lampu berkelip2 terbang merendah kira2 setinggi pohon kelapa , saya belum menyadari bahwa itu pesawat jet,karena pasa dia terbang merendah itu bener2 ndak terdengar suara apa2 , nah ketika pesawat itu tanjap gas melesat ke atas baru terdengar suara pesawat jet , ada dua pesawat dan meninggal kan asap putihKejadian itu saya liat dengan mata kepala sendiri dan jarak nya sekitar 50 meter pada malam itu saya kira itu drone karena ada lampu kelip2 nyaSelang satu hari dilokasi itu banyak org sakitEntah apa yg terjadiTp itu faktaSemoga yg membaca ini semua diberi kesehatan",NEGATIF
Entah kenapa rindunya kehidupan jaman dulu tahun 90'n,NETRAL
Hidup Babeh Aldo... semangat untuk memberitakan kebenaran,NEGATIF
"Iya yaa,,beberapa hari terakhir ini kl malem rame pesawat padahal saya di pelosok desa dan sangat jarang pesawat lewat, dan yg bikin masyarakat kritis menilai karena bebarangan dgn banyaknya masyarakat yg lg sakit dan yg di keluhkan itu sama, insyaallah semua itu bisa bisa di jelaskan oleh pihak terkait dan pasti semua ada datanya biar masyarakat tidak cemas,,semoga saja para abdi negara sllu amanah karena di pundaknya memikul tanggung jawab dunia akherat,maaf jika ada salah dalam berkomentar",NEGATIF
"2tahun kebelakang sebelum pandemi, jarang ngeliat jejak garis putih gini,
Tapi setelah 2 tahun belakangan sampe skrg sering banget liat garis gini dehh....",NETRAL
Harus cerdas dan cermat..ga perlu dengar kata yang ini hoax..kata yg itu bukan hoax...pengalaman guru paling berharga untuk bisa menilai benar atau salah..,NETRAL
"This is great, very useful. Please keep posting in English.",NETRAL
Di daerah saya semenjak ada asap putih yg lewat dilangit malah banyak warga di daerah saya yang sakit,NEGATIF
Dari kecil ampe sekarang aq sering lihat malah hampir tiap hari. Dulu bisa aq jadiin perkiraan waktu krn lewatnya tiap hari di waktu yg sama di jalur yg sama.,NEGATIF
Biar nanti di akhirat kita saksikan sama sama apa sebenarnya itu. Saat ini lebih baik jaga diri,NEGATIF
"Mungkin saja lama2 masyarakat semakin kritis, karena kalau mau meledak knapa gak pas tahun baru yg efeknya pasti Januari naik tajam namun hal ini tdk terjadi, hal itulah yg jadi pertanyaan masyarakat????",NEGATIF
Hrs ny di teliti jangan langsung bilang hoax..giliran berita covid melonjak di luar negeri langsung di terima aja se akan" seneng gitu ada temennya.. padahal banyak juga media luar negeri yg gk percaya covid cuma gk di up aja di media televisi..,NEGATIF
Kalau semua pencuri mau mengaku pasti penuhlah penjara,NETRAL
"Yakali bilang ga hoax,kan berusaha menutupi proyek biar ga ketauan...",NEGATIF
"Mau gak percaya tapi gua sama kawan2 keluarga gua ngerasain , masa sakit nya sama semua udah itu tiba2 lagi , awal nya meriang udah itu linu2 sama pinggang sakit ,",NEGATIF
"1. Kejadian itu bisa diusut oleh pihak yang berwenang, pada malam tersebut kapal apa yang dipakai dan diperuntukkan buat apa, TNI AU mungkin sudah ada datanya.2. Kita open saja datanya biar tidak menjadi suuzhan.3. Aneh juga kan jam tengah malam ada kapal begituan lewat4. Kalau bukan chemtrail seperti yang disebutkan, dibuktikan saja dengan kapal bermuatan tertentu yang bukan chemtrail dan yang ada chemtrailnya, biar rakyat yang memutuskan itu betul chemtrail atau bukan, jangan hanya beropini.",NETRAL
Kita harus tetap waspada dari serangan virus omicron,NETRAL
"Harusnya yg d jelaskan bukan hanya pengertian omicron nyaTapi juga d jelaskan, lantas asap yg keluar dr pesawat itu apa",NEGATIF
Sorry..... Saya Udah kagak Percaya MEDIA APAPUN titik !!!,NEGATIF
Walau di bantah tetep aja gw percaya dgn apa yg dibilang video itu..asli dan yakin.,NEGATIF
"Sekarang lebih takutan keluar rumah pas udara dingin, pas ujan, sama pas angin kenceng, daripada ketemu  pasien positif covid tanpa hazmat, lebih baik ngobrol sama yg positif sembari ngasih semangat, drpd menjauhi mereka yg bikin mereka down dan sendiri, TOH yg bikin sakit malah udara bebas yg diracuni  !!!!",NEGATIF
"Dari hoax sampe di percaya ...
Yg penting hati"" dan waspada ...",NETRAL
"Masalahnya saya sendiri juga yang merasakan tidak ada apa apa kok tiba tiba keluarga, saudara,kawan,saya sendiri juga sakit dan tiba""saja sakit semuanya dan itu gejalanya sama semuanya sya jadi bingung",NETRAL
Mari kita jaga diri kita masing-masing..,NEGATIF
"Kalau setelah kejadian itu banyak yang sakit berarti betul, kalau tidak berarti hoax",NEGATIF
Buktikan kalo memang virus" covet bukan buatan manusia.....,NEGATIF
Tengh malem skitar jam 1an malm Jaksel berkabut tapi kabut terasa pedes dimata dan gaenak di hirup .besoknya langung drop.. ternyata ini ada yg rekam saya kira ini hanya saya yg merasakan,NEGATIF
"Pada tanggal 26 November 2021 saya mengambil foto pesawat berasap putih. Pasien Omicron di Indonesia pertama kali di temukan pada tanggal 15 Desember 2021.Kasus omicron berawal dari WNI yang datang dari Nigeria tanggal 27 November.Faktor kebetulan atau memang sudah di rencanakan? Wallahu a'lam.Daerah kami , banyak yang mengalami sakit batuk,pilek dan tenggorokan gatal .",NEGATIF
"NAMA NYA PEMERINTAH PASTI MENENANGKAN MASYARAKAT BOSSS, sedikit kata gunakan otak dan perasaan hati intelijen kita sobat",NEGATIF
Seharusnya kompas menanyakan langsung ke TNI AU...,NETRAL
"di pacitan juga ada min, Dari kemaeen hari senin siang dan malem terus berkeliaran tu pesawat, model pesawatny persis sama seperti di video",NEGATIF
"Bulan Juli pas banyak2nya orang sakit tiap hari ngelihat pasawat terbang rendah berasap, yg mengherankan keluar asapnya pas di pemukiman doang, pas di area persawahan dia gk keluar asap.",NEGATIF
Waspada dan berhati hati.,NETRAL
"Diteliti dulu baru disimpulkan, tampung semua dugaan masyarakat yg kritis, jgn apa2 lngsung dibilang hoax..kalo bner itu chemtrail gmna coba? Siapa yg tanggung jawab?",NEGATIF
"Istriku demam meriang 5 hr lalu, trus lanjut sy demam, kerabat dan teman istri di Jatim juga sama sekeluarga, teman sy di Bandung juga sama satu keluarga, tetangga kosan sama juga. Serempak... Sakit yang sama.",NEGATIF
"di tempat sy sekarg siank maupun mlm pesawat mondar mandir,, terbukti bnyk org2 disekitar sini jd jatuh sakit,,demam 1 kota,,,klo emg itu penyakit di buat2,,,ingat allah akan balas org sprti itu,,,(azab )",NEGATIF
"Yaiyalah kata pemerintah hoax, entah itu untuk menutupi kebenarannya. Mana ada maling ngaku",NEGATIF
jahad banget sih pantes pas kalau lagi hirup udara kek ada bau-bau yang aneh banget :"(,NEGATIF
"Ya apapun bisa terjadi , kan kita gatau ya kan",NETRAL
"Fenomena ini sendiri terjadi akibat proses kimia-fisika yang terjadi diatas langit antara udara panas yang dihasilkan mesin pesawat yang bertemu dengan udara dingin di sekitar pesawat tersebut.
Pertemuan antara udara panas dari mesin pesawat dengan udara dingin di angkasa tersebut menghasilkan senyawa yang terkondensasi atau biasa disebut kondensat.
Contrails ini dapat terjadi saat pesawat berada di ketinggian lebih dari 8000 mdpl, dimana pada ketinggian tersebut suhu udara sangat dingin hingga mencapai suhu -40 sampai -55 derajat celcius.
Selain itu, bahan bakar pesawat diketahui mengandung hydrocarbon yang terdiri dari senyawa hidrogen dan carbon.
Kemudian, karbon dari sisa pembakaran mesin pesawat akan menghasilkan Karbon Dioksida (CO2) dan karbon Monoksida (CO). Lalu hidrogen yang tidak terbakar secara sempurna oleh mesin akan bereaksi dengan oksigen akan menghasilkan uap air dalam bentuk gas.
Contrails ini ada yang cepat hilang dan ada juga yang bertahan agak lama kemudian membesar membentuk awan tipis.",NEGATIF
Semoga masyarakat madura dilindungi Allah.,NETRAL
Banyak ahli yg menyatakan bahwa penyemprotan desinfektan ke udara terbuka malah akan menimbulkan gangguan kesehatan. Desinfektan yg disemprotkan akan menguap. Sebagian uap itu terisap nafas menimbulkan gangguan kesehatan.Pernyataan ini sudah dikonfirmasi kebenarannya oleh WHO.,NETRAL
Ya Alloh lindungilah warga madura dri covid,NETRAL
"Hal yang perlu dipertanyakan sebenarnya seberapa efektif penyemprotan desinfektan dari pesawat. Apakah sudah diteliti tingkat dispersi desinfektan itu seberapa tinggi, dan apakah mampu mencakup seluruh wilayah madura dengan jumlah yang disemprotkan. Harusnya untuk menyemprot seluruh madura perlu lebih banyak desinfektan, atau malah semprotan desinfektan dilakukan secara spesifik saja di darat pada titik tertentu. Kalau dari atas sih menurut saya gak efektif yaa, bisa menguap, bisa terbawa angin, dan faktor - faktor lainnya.",NETRAL
Klw mrk melakukan kejahatan terhadap rakyat Indonesia..... semoga Allah SWT balas kpd keluarga mrk..... aaamiiin ya Rabb,NEGATIF
"Kreatif, inovatifNirfaedah, gak efisienPenting keren",NEGATIF
TETAP BERBAHAYA BUAT KESEHATAN tepat spt yg dikatakan Dr.Lois.,NEGATIF
Seharusnya tidak menyenprotkan desinfektan secara umun. Efek negatifnya pasti ada. Yg gk sakitpun bisa sakit karena menghirup desinfektan.Wajar kalau perbuatan itu dipertanyakan. Siapapun mereka dan apapun yg disemprotkan.,NEGATIF
"Bentuk ikhtiar, berusaha sambil berdoa. semoga covid 19 cepat berlalu.",NETRAL
"hentikan serta Merta penyemprotan ini, tangkap siapa yg ngasih perintah penyemprotan ini karena sdh membahayakan nyawa rakyat.",NEGATIF
Ye alloh lindungulah kami semua..sungguh kami lemah ye alloh hanya padamulah kami memohon..lindungilah kami amiiiin ye rob.,NETRAL
Logis aja semua vaksin yg akan direalisasikan ke masyarakat dijelaskan secara detail baik komposisi dll agar masyarakat percaya itupun msh ada perbedaan pendapat dan soal ini dikasi pengumuman sebelumnya aja ngga apalagi dijelasin scr detail mengenai tingkat efektifitas dan komposisi apakah sdh sesuai standar WHO apakah masyarakat akan menerima?,NEGATIF
"Benar sekali semua rakyat madura tau. setelah  pesawat itu beraksi . Serentak dari sumenep sampai sampang .demam,lemah lutut,sesak nafas dan hilang rasa dan bau .Dan banyak orang meninggal sebab itu. Sudahlah saya selaku tidak percaya pemwrintah yang penuh ke hzoliman",NEGATIF
"disiramnya diatas sawah juga dong ga cuma atap. tolong disemprotnya di darat ya bapak2 sekalian, di permukaan yg sering kontak dengan orang.",NEGATIF
Pantesan banyak warga yg kena penyakit ternyata walau dak kena kopid ternyata udara kita sengaja diracuni,NEGATIF
Innaalillah.. Kenapa cairan desinfektan disemprotkan dari atas.  Sangat berbahaya bagi kesehatan makhluk hidup dan lingkungan.. Prajurit kenapa mau melakukan tindakan bahaya dan pembodohan massal.. Kasihan rakyat Indonesia.. Sabarrr,NEGATIF
Kalau yiramnya pakai  pesawat kargo terbesar kayak pesawat antonov bisa hujan semalaman tu daerah yang disemprot,NEGATIF
Semoga niat baik hasil lebih baik niat buruk kembalilah ke pada mereka seutuhnya yang berbuat  dzolim.,NETRAL
Efeknya bisa jadi anosmia ujung ujung nya di cap varian delta,NEGATIF
"Sama saja bahayanya ,,ungkap kebenaran ,bukan mencarikan pembenaran ,,,,",NEGATIF
"Setahu saya , itu yg disemprotkan adalah probiotik: probiotik merupakan desinfektan alami. Berguna utk keseimbangan mikrobiome alam, yg sangat berguna utk menekan lonjakan pandemik/plandemik saat ini.Desinfektan alami ( probiotik/ ecoenzym) lebih baik dr pada desinfektan kimia",NETRAL
"Rezim sedang mempertontonkan kebodohan,,",NEGATIF
apresiasi..dong people.bapak TNI .bravo ..bertindak apapun disaat tak ada yg bs kasi solusi...efektif atau tidak..segala sesuatunya pantas dicoba...pastinya ada kajian dan langkah protektif...untuk menjawab efektif atau tidak pertanyaan dr netizen..patut di coba netizen yg memberi arahan tindakan yg mungkin bisa jadi solusi saat ini..TNI.good 4u..,POSITIF
Astaghfirlaah.Itu kan bahaya klo thirup warga.Apa lagi sudah menyatu sama udara.Moga allah jaga warga madura dan sluruh indonesia.aamiin,NETRAL
menapa di biarkan.pelaku harus tanggung jawab .,NEGATIF
Orang Madura militan sama agama Islam......semoga senantiasa dalam lindungan Alloh Subhanahu Wata'ala.....,NETRAL
Kenapa pelaksanaan penyemprotan tersebut tidak diumumkan terlebih dahulu kepada seluruh rakyat Indonesia?,NEGATIF
Alloh tidak tidur.bagi mereka yg berbuat dholim.silahkan rasakan hukum alloh.hidup tidak selama nya.ada kehidupan yg lain yg meminta pertanggung jawaban perbuatan kita,NEGATIF
"Jika benar Penyemprotan desinfektan dari udara, maka ini adalah Chemtrails ...Desinfektan itu tentunya sangat berbahaya bagi paru??/ pernafasan manusia.Bukan Virus yang mati, malah manusia (rakyat Indonesia) yang mati jadi korban...Pantesan saja banyak yang sakit...",NEGATIF
"Jelas, inisiator dari operasi ini tak ""berotak"" bayangkan saja, berapa banyak anggaran yang dihamburkan untuk biaya operasional Pesawat, dan personelnya. Selain itu, efektivitas dan kemanfaatannya nihil.",NEGATIF
Ya Allah kasian ank kecil dan ibu hamil.....,NEGATIF
Harusnya pemberian informasi dulu ke masyarakat sebelum menyemprot agar  masyarakat pada siap siap pake masker  terutama pada saat masyarakat beraktifitas di luar rumah karena yg namanya disinvektan yaa sama seperti semprot obat nyamuk berbahaya bila terhirup manusia,NEGATIF
"Niat baik bisa berubah jadi negatif. Kenapa harus di semprot begitu malah jadi airosol , bukanya malah bisa menimbulkan sesak nafas kalo terhirup.Negeri tetangga memang aneh.",NEGATIF
"Harus di selidiki dulu sama pihak yg terkait,",NETRAL
Kebenaran perlu diteliti kebenarannya. Klu bnr itu virus ya jelas yg nyemprot otaknya sdh gak waras,NEGATIF
Masya Alloh..... smoga penyemprotan dinsecventan jadi obat   bukan racun  yg mematikan atas izin Alloh  swt lakhaUla  wala kuwata illah billahil aliyil adzim Aamiiin yra.,NEGATIF
"Hati"" Saudara ku, kita hrs bersatu",NEGATIF
"Yaa ALLAH, Tunjukkanlah Yang Benar tetap Benar, dan yang Salah tetap Salah. Kami bermohon padaMu Yaa Robb.Amiin YRA.",NETRAL
KALAU SAYA PERCAYA SAMA TEKHNISI PESAWAT BAHWA ITU MEMANG BENAR PENYEBARAN PENYAKIT,NEGATIF
Seharusnya ahli kimia dan biologi di turunkan dengan cara menguji sampel udara.Ketat nya persaingan hidup dan bisnis tidak menutup kemungkinan beragam cara di lakukan oknum oknum tak bertanggung jawab dan tak bermoral untuk meracuni atau merusak kenyamanan hidup masyarakat.,NEGATIF
Ya allah lindungilah semua saudaraku se indonesia dan sedunia.  Berikanlah kesehatan kepada kami semua ya allah,NETRAL
Astagfirullah tega sekali ini pemimpin kita semoga kelak matinya dalam keadaan kelindas trukAamiin ya Robb,NEGATIF
"Realita tidak butuh pemberitaan di media, karena panca indera kita bisa merasakannya
t3luur 2022~",NEGATIF
Kalo d TV one beritanya selalu objektif dan benar!,NEGATIF
"Sekarang ini yg di sebut hoax bisa terbukti, sedangkn yang jelas terbukti di sebut hoax.",NEGATIF
Saya percaya... Krn banyak yg sakit mendadak nggak jelas,NETRAL
"Ya tuhan , binasakan lah orang2 yg zolim",NETRAL
Semoga kita semua di lindungi dari fitnah2 akhir zaman..,NEGATIF
"Semua media online mainstream baik itu kompas,CNN,tribun,termasuk ini kompak mengatakan itu hoak...sy malah jadi curiga dg kebenaran dugaan masyarakat",NEGATIF
"Meskipun benar beritanya, saya doakan semoga di berikan kesehatan saja utk semua warga, bagi org yg dzolim saya serahkan pda Allah saja",NETRAL
Biasanya yg disebut hoax kebenaran yg tertunda,NEGATIF
Dikampung padahal kerjaan orang cuman petani jarak antar rumah kurang lebih 50 meter lebih. Pas peswat itu lewat dengan asap sorenya besok paginya banyak yang bekerja sebagai petani paginya. Sore pulang dri sawah. Eh tiba2 dikampung banyak yang sakit.. Sakitnya sama semua lagi padahal orang kerjanya ga asaling berguhubungan satu sama lain. Tempat ga kaya di kota yang sesak.. Kok tiba2 banyak yang sakit... Makanya saya yakin itu nyebar racun...,NEGATIF
